gs_cat,gs_subcat,gs_name,gene_symbol,entrez_gene,ensembl_gene,human_gene_symbol,human_entrez_gene,human_ensembl_gene,gs_id,gs_pmid,gs_geoid,gs_exact_source,gs_url,gs_description,taxon_id,ortholog_sources,num_ortholog_sources
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Junb,16477,ENSMUSG00000052837,JUNB,3726,ENSG00000171223,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Kdm6b,216850,ENSMUSG00000018476,KDM6B,23135,ENSG00000132510,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Klf10,21847,ENSMUSG00000037465,KLF10,7071,ENSG00000155090,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Klf2,16598,ENSMUSG00000055148,KLF2,10365,ENSG00000127528,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Klf4,16600,ENSMUSG00000003032,KLF4,9314,ENSG00000136826,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Klf6,23849,ENSMUSG00000000078,KLF6,1316,ENSG00000067082,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Klf9,16601,ENSMUSG00000033863,KLF9,687,ENSG00000119138,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Kynu,70789,ENSMUSG00000026866,KYNU,8942,ENSG00000115919,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Lamb3,16780,ENSMUSG00000026639,LAMB3,3914,ENSG00000196878,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Ldlr,16835,ENSMUSG00000032193,LDLR,3949,ENSG00000130164,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Lif,16878,ENSMUSG00000034394,LIF,3976,ENSG00000128342,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Litaf,56722,ENSMUSG00000022500,LITAF,9516,ENSG00000189067,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Maff,17133,ENSMUSG00000042622,MAFF,23764,ENSG00000185022,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Map2k3,26397,ENSMUSG00000018932,MAP2K3,5606,ENSG00000034152,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Map3k8,26410,ENSMUSG00000024235,MAP3K8,1326,ENSG00000107968,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Marcks,17118,ENSMUSG00000069662,MARCKS,4082,ENSG00000277443,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|Inparanoid|NCBI|OMA|OrthoDB|Panther,8
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Mcl1,17210,ENSMUSG00000038612,MCL1,4170,ENSG00000143384,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Msc,17681,ENSMUSG00000025930,MSC,9242,ENSG00000178860,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Mxd1,17119,ENSMUSG00000001156,MXD1,4084,ENSG00000059728,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Myc,17869,ENSMUSG00000022346,MYC,4609,ENSG00000136997,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Nampt,59027,ENSMUSG00000020572,NAMPT,10135,ENSG00000105835,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Nfat5,54446,ENSMUSG00000003847,NFAT5,10725,ENSG00000102908,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Nfe2l2,18024,ENSMUSG00000015839,NFE2L2,4780,ENSG00000116044,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Nfil3,18030,ENSMUSG00000056749,NFIL3,4783,ENSG00000165030,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Nfkb1,18033,ENSMUSG00000028163,NFKB1,4790,ENSG00000109320,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OrthoDB|OrthoMCL|Panther|Treefam,10
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Nfkb2,18034,ENSMUSG00000025225,NFKB2,4791,ENSG00000077150,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Nfkbia,18035,ENSMUSG00000021025,NFKBIA,4792,ENSG00000100906,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Nfkbie,18037,ENSMUSG00000023947,NFKBIE,4794,ENSG00000146232,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Ninj1,18081,ENSMUSG00000037966,NINJ1,4814,ENSG00000131669,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Nr4a1,15370,ENSMUSG00000023034,NR4A1,3164,ENSG00000123358,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Nr4a2,18227,ENSMUSG00000026826,NR4A2,4929,ENSG00000153234,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Nr4a3,18124,ENSMUSG00000028341,NR4A3,8013,ENSG00000119508,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Olr1,108078,ENSMUSG00000030162,OLR1,4973,ENSG00000173391,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Panx1,55991,ENSMUSG00000031934,PANX1,24145,ENSG00000110218,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Pde4b,18578,ENSMUSG00000028525,PDE4B,5142,ENSG00000184588,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Pdlim5,56376,ENSMUSG00000028273,PDLIM5,10611,ENSG00000163110,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Per1,18626,ENSMUSG00000020893,PER1,5187,ENSG00000179094,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Pfkfb3,170768,ENSMUSG00000026773,PFKFB3,5209,ENSG00000170525,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Phlda1,21664,ENSMUSG00000020205,PHLDA1,22822,ENSG00000139289,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Phlda2,22113,ENSMUSG00000010760,PHLDA2,7262,ENSG00000181649,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Plau,18792,ENSMUSG00000021822,PLAU,5328,ENSG00000122861,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Plaur,18793,ENSMUSG00000046223,PLAUR,5329,ENSG00000011422,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Plek,56193,ENSMUSG00000020120,PLEK,5341,ENSG00000115956,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Plk2,20620,ENSMUSG00000021701,PLK2,10769,ENSG00000145632,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Plpp3,67916,ENSMUSG00000028517,PLPP3,8613,ENSG00000162407,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Pmepa1,65112,ENSMUSG00000038400,PMEPA1,56937,ENSG00000124225,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Pnrc1,108767,ENSMUSG00000040128,PNRC1,10957,ENSG00000146278,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Ppp1r15a,17872,ENSMUSG00000040435,PPP1R15A,23645,ENSG00000087074,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Ptger4,19219,ENSMUSG00000039942,PTGER4,5734,ENSG00000171522,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Ptgs2,19225,ENSMUSG00000032487,PTGS2,5743,ENSG00000073756,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Ptpre,19267,ENSMUSG00000041836,PTPRE,5791,ENSG00000132334,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Ptx3,19288,ENSMUSG00000027832,PTX3,5806,ENSG00000163661,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Rcan1,54720,ENSMUSG00000022951,RCAN1,1827,ENSG00000159200,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Rel,19696,ENSMUSG00000020275,REL,5966,ENSG00000162924,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Rela,19697,ENSMUSG00000024927,RELA,5970,ENSG00000173039,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Relb,19698,ENSMUSG00000002983,RELB,5971,ENSG00000104856,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Rhob,11852,ENSMUSG00000054364,RHOB,388,ENSG00000143878,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Ripk2,192656,ENSMUSG00000041135,RIPK2,8767,ENSG00000104312,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Rnf19b,75234,ENSMUSG00000028793,RNF19B,127544,ENSG00000116514,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Sat1,20229,ENSMUSG00000025283,SAT1,6303,ENSG00000130066,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Sdc4,20971,ENSMUSG00000017009,SDC4,6385,ENSG00000124145,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Serpinb2,18788,ENSMUSG00000062345,SERPINB2,5055,ENSG00000197632,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Serpinb8,20725,ENSMUSG00000026315,SERPINB8,5271,ENSG00000166401,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Serpine1,18787,ENSMUSG00000037411,SERPINE1,5054,ENSG00000106366,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Sgk1,20393,ENSMUSG00000019970,SGK1,6446,ENSG00000118515,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Sik1,17691,ENSMUSG00000024042,SIK1,150094,ENSG00000142178,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,Ensembl|HGNC|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,9
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Slc16a6,104681,ENSMUSG00000041920,SLC16A6,9120,ENSG00000108932,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Slc2a3,20527,ENSMUSG00000003153,SLC2A3,6515,ENSG00000059804,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,HGNC|HomoloGene|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,8
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Slc2a6,227659,ENSMUSG00000036067,SLC2A6,11182,ENSG00000160326,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|Treefam,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Smad3,17127,ENSMUSG00000032402,SMAD3,4088,ENSG00000166949,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Snn,20621,ENSMUSG00000037972,SNN,8303,ENSG00000184602,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoMCL|Panther|PhylomeDB|Treefam,11
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Socs3,12702,ENSMUSG00000053113,SOCS3,9021,ENSG00000184557,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Sod2,20656,ENSMUSG00000006818,SOD2,6648,ENSG00000112096,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Sphk1,20698,ENSMUSG00000061878,SPHK1,8877,ENSG00000176170,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Spsb1,74646,ENSMUSG00000039911,SPSB1,80176,ENSG00000171621,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
H,"",HALLMARK_TNFA_SIGNALING_VIA_NFKB,Sqstm1,18412,ENSMUSG00000015837,SQSTM1,8878,ENSG00000161011,M5890,"","","","",Genes regulated by NF-kB in response to TNF [GeneID=7124].,10090,EggNOG|Ensembl|HGNC|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|OrthoMCL|Panther|PhylomeDB|Treefam,12
